"text","labels","lang"
"Voit jäädä tänne tekemään raakoja ruokiasi.","3","fi"
"Alkaa tuntua pahalta.","3","fi"
"Se nainen oli ketterämpi kuin intialainen käärmemies.","3","fi"
"En halua päätyä kaltaiseksesi.","3","fi"
"Kaikki pursusivat ulos sieltä, - kuin ötökät.","3","fi"
"Luuletteko että voitte loukata ketä hyvänsä?","3","fi"
"Valehtelet.","3","fi"
"Eikö teillä ole periaatteita?","3","fi"
"Kutsuin teidät tapaamaan naista, joka edustaa - maailman korkeatasoisinta julkaisua, Qualitya.","3","fi"
"Myöhästyin junasta.","3, 6","fi"
"Herra Wilkinson. Pallo pois ja istukaa!","3","fi"
"Sinä ja sinun vihkosi.","3","fi"
"Sinä olet jotenkin tiukan terävä mutta hyödytön.","3","fi"
"Naiset, vanhat miehet ja lapset voi jättää laskuista.","3","fi"
"Minkälainen isä sinä oikein olet?","3","fi"
"Mr Keatingin sanoma ei merkitse sinulle mitään, vai kuinka?","3","fi"
"Dante, etenet liian nopeasti.","3, 4, 7","fi"
"Emme tarvitse tänne mitään hentoa, maitoa juovaa...","3","fi"
"Prinsessa ei saa nyppiä kynsilakkaa.","3","fi"
"Iso ero on myös rakkaudella ja ihastumisella.","3","fi"
"Joku, jolla on huono olutmaku.","3","fi"
"Meidän pitää hakea se mies ja hän haisee.","3","fi"
"Paskiainen.","3","fi"
"Hänen isänsä maat ovat vaarassa.","3","fi"
"Allekirjoitanko vakuutuksen verellä?","3","fi"
"Olisinko kiitollinen paremmasta elämästä, kun ystäviäni kohdellaan kuin eläimiä?","3","fi"
"Tiedäthän sinä, että se tarkoittaa kukkia kuolleille.","3","fi"
"Kuka sinun koulussasi oli homo tai käytti huumeita?","3","fi"
"Vastaa minulle kuin mies.","3","fi"
"Häntä tuskin tuntee, kun suu on kiinni.","3","fi"
"Anteeksi. Minä vain tein virheen.","3, 6","fi"
"Miten sinä saatoit?","3","fi"
"Se on naurettavaa.","3","fi"
"Niin vihaankin!","3","fi"
"Anteeksi komisario.","3, 4","fi"
"Jos joku on vuorossaan juopuneena, hän saa saman kohtalon.","3","fi"
"Siis tylsää.","3","fi"
"Hän täyttää lasten päät tuollaisilla höpinöillä.","3","fi"
"Hän syyti suustaan sanastoa, joka kärventää kenen tahansa sisukset!","3","fi"
"Mitä tekisin hänen kanssaan?","3, 4, 6","fi"
"Ne ovat kilttejä, kun niille näyttää, kuka määrää.","3, 5","fi"
"Nuorempi Karhu vain yritti sanoa pahimman mahdollisen loukkauksen,","3","fi"
"Näytän sille kusipäälle!","3","fi"
"Miten voit olla niin tyly?","3, 6","fi"
"Saatte kyllä hankkia uuden koiran, kunhan ette anna sen juosta pelottelemassa naapurustoa.","3","fi"
"Miten vain.","3","fi"
"Eikö teillä ole parempaa tekemistä?","3","fi"
"Siellä oli sidekudoskasvaimia.","3","fi"
"Valehtelen ylemmillenikin.","3","fi"
"Anna tulla, löysä vanha vuohi.","3","fi"
"Poista ne kaikki.","3","fi"
"Miksi et tee kurjalle perseellesi palvelusta?","3","fi"
"Mies joka saapuisi tänne neitsyenä.","3","fi"
"Te miehet olette oikea häpeäpilkku.","3","fi"
"Et saa satoa, koska tunnollasi on syntiä.","3","fi"
"Inhoan näitä vehkeitä.","3","fi"
"Miten sivilisaatio säilyy - jos se antaa naisen laittaa tuollaisen päähänsä?","3","fi"
"Miltä hänestä mahtaa tuntua olla tanssitytön komennossa?","3","fi"
"Sitten tulet kotiin, tilaat ruokaa ja soitat typeriä Tito Puente - levyjäsi aamukahteen!","3","fi"
"Numerot tekevät teihin helposti vaikutuksen.","3","fi"
"Minä vain nukuin, kun he yrittivät vapauttaa Englantia - epärehelliseltä tyrannilta.","3","fi"
"Et katso tyttöjä silmiin.","3","fi"
"He kunnioittavat sinua enemmän, jos näkevät sinua harvemmin.","3, 5","fi"
"Mitä teet tuon lampaanjätöksen kanssa?","3","fi"
"Miten voit juoda tuollaista paskaa?","3","fi"
"Tarkoitus on tuhota perverssit","3","fi"
"Hyvä on, senkin jäykkä paska!","3","fi"
"Murhahullu!","3","fi"
"Ehkä hän on vain muualta.","3","fi"
"Jätän hänet tänne hoitoon.","8, 3","fi"
"Useimpien mielestä ne ovat kauniita asuja ja naisia.","3","fi"
"Se on ällöttävää.","3","fi"
"Tuo narttu on puuttunut asioihini.","3","fi"
"Sinä halvennat lakia.","3","fi"
"Käskekää Marigoldin olla hiljaa.","3","fi"
"Tytöllä on murhanhimoisia ajatuksia.","3","fi"
"Me teimme paljon pahempaa, kun olin lapsi.","3","fi"
"Barley on liian hyvä.","3","fi"
"Haluaako hän tulla pidätetyksi?","3","fi"
"Emme pidä papeista täällä.","3","fi"
"Pitää löytää kaatopaikka.","3","fi"
"Rakkautesi ei kuitenkaan ylitä vallanhimoasi.","3","fi"
"Olet kaunis, Jean, mutta joskus puhut kuin pappi.","3","fi"
"Tuhmat jutut ovat OK. Jopa leffat, mutta tyttöjä en kestä.","3","fi"
"Hänellä on selluliittia.","3","fi"
"Jonkun hullun mielipiteet eivät minua tai muita heilauta.","3","fi"
"Sinähän hänet veit sille hullulle ennustajalle, joka pelotti...","3","fi"
"Kohtelette minua lapsena.","3","fi"
"Tämä on romu.","3","fi"
"En, minä menen nyt.","3","fi"
"Barney, olen pahoittanut mielesi, pyydän anteeksi.","3, 6","fi"
"Ei ollut mitään tekemistä.","3","fi"
"Ei ikinä!","3","fi"
"Luoteihin apteekissa tai yliajettuna - kun hän pakeni poliisia.","3","fi"
"Kohtelet häntä huonosti.","3","fi"
"Luuletko, että pidän sairaista leikeistä?","3","fi"
"En enää ikinä syö kalaa.","3","fi"
"Tämän roskan lisäksi.","3","fi"
"Sinulla ei ole varaa tähän.","3","fi"
"Miksi vaivautuisin?","3","fi"
"Miksi ystävieni täytyy aina pitää sinusta?","3","fi"
"Kuinka kauan meidän pitää asua tässä karseassa paikassa?","3","fi"
"Mutta ase ampuu kuolemaaja puhdistaa maailman raakalaisista.","3","fi"
"He eivät ole kunnollisia ihmisiä.","3","fi"
"Haluaisit tappaa vanhemmatkin.","3","fi"
"Löysit ne penkiltä, koira mutusteli niitä...","3","fi"
"Katja ei kyllä ole niin kova kuin luuli.","3","fi"
"Tässä vastaukseni senkin likaiset...","3","fi"
"Jos hylky on näin, meidän ei tarvitse puhkaista teräslevyjä.","3","fi"
"Ja minun laboratoriossani ei laiteta tuollaisia aivoja minun kyborgiini.","3","fi"
"Käyttäydyt kerrassaan töykeästi.","3","fi"
"Älä arastele hänen rumuuttaan.","3, 4","fi"
"Miten sinä kestät, kun kaikki on saman väristä?","3","fi"
"Meidän pitää tehdä sinulle vatsahuuhtelu.","3, 4","fi"
"Kuljettaja, olen hiukan pettynyt!","3, 6","fi"
"Senkin roisto.","3","fi"
"Sä rikoit mun nauhurin.","3","fi"
"Piruparat.","3, 6","fi"
"Miksi kyselet noin typeriä?","3","fi"
"Brian on yrittänyt naittaa minua siitä asti, kun tuli firmaan.","3","fi"
"Se lutka!","3","fi"
"Rosy oli syönyt ja juonut kunnolla.","3","fi"
"Haluatko leikkiä?","3","fi"
"Etkö pidä heistä?","3, 6","fi"
"Annoit avaimet tuntemattomalle, joka sattui mainitsemaan nimeni?","3","fi"
"Olet pieni ja heikko kuin tyttö.","3","fi"
"Tule tänne, laiskuripoikani!","3","fi"
"Muuten menet takaisin kaduille.","3","fi"
"Leonid on tyhmä.","3","fi"
"Hitto, onko tuolla ämmällä mensikset?","3","fi"
"Olen pahoillani isä.","3, 6","fi"
"Tietenkin valehtelee. Näen sen.","3","fi"
"Kierrätettyjä alasuojuksia.","3","fi"
"Tiesin, etten voi luottaa sinuun.","3","fi"
"En välitä hänen luottamuksestaan.","3","fi"
"Et tiedä, koska et halua tietää.","3","fi"
"Hän on pelkkä tavallinen mobile vulgaris.","3","fi"
"Eikö teikäläisten kuuluisi tietää sellaiset jutut?","3","fi"
"Ihosi löyhkää siltä.","3","fi"
"Ja ajakaa nuo karmeat viikset pois.","3","fi"
"Olisit jäänyt sinne hourulaan.","3","fi"
"Miksi olette niin halpa?","3","fi"
"Kuset ja paskot housuihisi, - kuola suusta valuen.","3","fi"
"Kuule, tyhmeliini.","3","fi"
"Käyt hermona, Amande.","3, 7","fi"
"Vessat ovat likaisia ja tukossa.","3","fi"
"Hänen ihonsa on yhtä arka kuin hänen turhamaisuutensa.","3","fi"
"Pelkurit!","3","fi"
"Harva mies on niin ajattelematon ja jääräpäinen mutta hän ymmärsi kuitenkin että hovissa ei kannata hankkia vihamiehiä.","3","fi"
"Meressä on vitusti purjekaloja.","3","fi"
"Haistan isäsi.","3","fi"
"He eivät tiedä keisarillisen hovin vaikeuksista.","3, 6","fi"
"Katso huulien jälkiä.","3","fi"
"Sellaiset kuin Duke...","3","fi"
"Hän on täysin saamaton.","3","fi"
"Älkää puhuko joutavia, Clipton.","3","fi"
"Sain luovutuskirjan maksamatta killinkiäkään.","3","fi"
"Äläkä koskaan rakastu, älä ikinä.","3, 6","fi"
"En pidä teikäläisistä enkä etenkään pomostanne.","3","fi"
"Tehtäväni on varmistaa, että tuollaiset isot ja vahvat miehet - pääsevät bussiin eksymättä.","3","fi"
"Missä se sontaläjä on?","3","fi"
"Se vanha pieru ei ole vuosiin viskonut vihkivettä!","3","fi"
"Älkää pakottako minua käyttämään kovia otteita.","3","fi"
"Me muutamat- rikkaat, voimakkaat, viisaat- eristäydyimme suojellaksemme tietoa ja sivistyksen rikkauksia, samalla kun maailma syöksyi pimeyteen.","3","fi"
"Minä pilkkaan sinua jo nyt.","3","fi"
"Rukouksia, vihkivettä, seksiä, huumeita ja rokkia.","3","fi"
"Koska kun puhuit nauhoilla murhista, - oletin niiden olleen vain harhoja.","3, 4, 6","fi"
"Olet nynny.","3","fi"
"Tyyppi alkaa epäilyttää minua.","3","fi"
"En minä sitä kotiin toisi.","3, 7","fi"
"Jeffrey on liian outo ja minä liian lihava.","3","fi"
"Isukkisi maksaa takuusi.","3","fi"
"Äkkiä nyt, jäätte jälkeen!","3","fi"
"Näytät aivan hupsulta.","3","fi"
"Uskomattoman paljon vai törkeästi?","3","fi"
"Jos David tulee takaisin, isken häntä kuonoon kunnolla.","3","fi"
"Älkää yrittäkö mitään, tai penska kärsii.","3","fi"
"Hyppää tähän hemmetin autoon!","3","fi"
"Minun on noustava aikaisin.","3","fi"
"Aviovuode on kahta varten, mutta joka pahuksen aamu nainen petaa sen.","3","fi"
"Luulin jo hetken, että olet mies.","3","fi"
"Ei sinun tarvitse selittää minulle tärkeistä asioista.","3","fi"
"Jake Wise jätti toimistoon jotakin, joka tekee minusta syyllisen.","3","fi"
"Anna anteeksi, Lowell.","8, 3, 6","fi"
"Et saa edes katsoa häntä, kun hänellä on vaatteet päällä.","3","fi"
"Kun olet siellä ja yrität päästä selville naisista - voisit samalla ottaa kylvyn.","3","fi"
"Kaikki, mitä tuo mies sanoo minulle, on valetta.","3","fi"
"Kaveri on varmasti huijari.","3","fi"
"Sydämetön nainen!","3","fi"
"Kusipää on tappanut useampia kavereita kuin sähkötuoli.","3","fi"
"Enkä pidä siitä, että kamoihini kosketaan!","3","fi"
"Ette voi hotkia kuin työläinen Wilkesien luona.","3","fi"
"...pahuuden ruumiillistuma ja vuosisadan roisto.","3","fi"
"Hän pudotti vanhanaikaisen jakoavaimensa.","3","fi"
"En pidä myöskään siitä, että minuun kosketaan.","3","fi"
"Siellä, minne jätit pöytätapasi?","3","fi"
"Häivy täältä, senkin loinen.","3","fi"
"Carolynin nimen ja... Sen köysitouhun kanssa.","3","fi"
"Ajatteletko sinä vain typerää kissaasi?","3","fi"
"Alat haisemaan ja pierimään. Ja kaikki ystäväsi ovat kuolleet.","3","fi"
"Luutnantille kannattaisi kertoa että aamulla ohittamani juottopaikka on pilattu.","3","fi"
"Minusta voi puhua paljon - mutta en koskaan ole ollut lutka.","3","fi"
"Hyi, se on ihan likainen ja märkä.","3","fi"
"Hänellä on noidan aivot.","3","fi"
"Iljettävää.","3","fi"
"Hal, mene yläkertaan penskan luokse.","3","fi"
"He paskovat housuihinsa ja luikkivat pakoon.","8, 3, 5","fi"
"Hän varasti nauriit.","3","fi"
"Atlantan tartuntatautikeskuksen lääkärit torjuvat teorian, - kutsuen sitä naurettavaksi ja järjenvastaiseksi.","3","fi"
"Tuo on täyttä kusetusta.","3","fi"
"Asiat menevät päin helvettiä, vai mitä?","3","fi"
"Tämä saa nyt riittää.","3","fi"
"Oletko juonut?","3","fi"
"Äiti sanoi, että olit sängyssä kuin salaatti, jonka kastike on pilaantunutta.","3","fi"
"Jos sydänvikaa, migreeniä ja mahakatarria ei oteta lukuun, minussa ei ole mitään vikaa.","3","fi"
"Sinuthan on etsintäkuulutettu hevosvarkaudesta Seven Riversissä.","3","fi"
"Mies joka saapui tänne narrina.","3","fi"
"500 dollaria, jotta bluffinne paljastuu.","3","fi"
"Tuo on rumaa.","3","fi"
"Tuo unkarilainen ei saa pystyttää sirkustelttaa minun ovelleni.","3","fi"
"Inhoan sitä, kun sanot liiallinen.","3","fi"
"Sehän oli heitto, kaikkihan sen tietävät.","3","fi"
"Se voi kääntyä ympäri ja purra meitä persuksiin.","3, 4","fi"
"Sanotaan niin, että vainaja ja minä olimme sinkkuja ja aikuisia.","3","fi"
"Tarkoitan, että miten sä eroat niistä?","3","fi"
"Otit riskin tuon kusipään takia.","3","fi"
"Ja minä annan sinulle Shakespearen Sonetit varovaisille kuskeille.","3","fi"
"Hän vain ryyppäsi ja itki kuten sinä.","3","fi"
"Sinun fantasiasi...","3","fi"
"He eivät tiedä paskaakaan.","3","fi"
"Kulkekoot metallinpaljastimien läpi.","3, 4","fi"
"Hän haluaa naida äitiäsi.","3","fi"
"Joka tapauksessa, Inglethorp sai tietää, että testamenttia on muutettu - ja, että poika saisi kaiken, joten hän myrkyttää hänet.","3","fi"
"En pysty taikomaan, kun olette täällä.","3, 6, 7","fi"
"Lähes söi korvani.","3, 5","fi"
"Sama se, mitä tapahtuu.","3","fi"
"Ärsyttävätkö ne kuhertelijat sinuakin?","3","fi"
"Miksi teet taas näin?","3","fi"
"Mitä älyttömämpi väite, sitä helpommin ihmiset uskovat sen.","3","fi"
"Jos olet yhtään kunnollinen...","3","fi"
"Miksi luotin teihin?","3","fi"
"En halua edes tietää missä hän on.","3","fi"
"Jos olisitte yhtä rehellisiä kuin vitsikkäitä...","3","fi"
"Kuningas Ludvig on tulossa ahneeksi.","3","fi"
"Mitä mieltä olet aviomiehestä, joka on uskoton?","3","fi"
"Nämä kuvat saastuttavat meidät.","3","fi"
"Kumpi meistä halusi lapsia?","3","fi"
"Joku Roffella on luovuttanut tai myynyt - salaista tutkimusaineistoa neljälle kilpailijallemme.","3","fi"
"Äitisi ei saa kutsua metsänvartijoita.","3","fi"
"Kävelkää kuin mies.","3","fi"
"Luulin, että osaat englantia. - Palaveri ei ole englantia.","3, 7","fi"
"Ja huono pankkirosvo.","3","fi"
"Haluan hänet pois täältä, tohtori.","3","fi"
"Teidän surkeat, rahvaanomaiset ja säälittävät himonne.","3","fi"
"Hänessä ei ole mitään salaperäistä, hän on vain halpa...","3","fi"
"Mikä läävä tämä onkaan.","3","fi"
"Oli töissä jossain, jossa ei saanut juoda.","3","fi"
"En pidä tästä. - Kukaan ei pyytänytkään sinulta sitä.","3","fi"
"Miksi tapamme tappajia näyttääksemme, ettei saa tappaa?","3","fi"
"Minä en pidätä häntä.","3, 7","fi"
"Jos Yuet Chi olisi nähnyt sinut alasti kanssani, - sitä olisi ollut vaikea selittää, vaikka olisinkin mestari Chu Kot.","3, 6","fi"
"En elä itseni kanssa.","3, 6","fi"
"Sanoit, mitä ajattelit.","3","fi"
"Et voi ottaa jälkiäni, mulkku!","3","fi"
"Milo, minä tapan sinut, senkin murhaaja!","3","fi"
"Muilta kanavilta tulee pelkkää sontaa keskiviikkoisin.","3","fi"
"Tuo on vale.","3","fi"
"Ei raha tee hänestä kunniallista.","3","fi"
"Olette luultavasti kavaltaja.","3","fi"
"Aavistan, ettei Quale ole täysillä mukana.","3","fi"
"Älä totuttaudu pitkiin ruokatunteihin.","3","fi"
"Teet mitä ja milloin haluat.","3","fi"
"Silloin hänelle valkeni, että vaimo oli noita.","3, 6","fi"
"Tiedät myös, että ranskalainen vankila - on täynnä niiden tappamiesi hyönteisraukkojen sukulaisia.","3","fi"
"Ettekö mene suihkuun?","3","fi"
"Tämä siksi, että - upseerinne pettivät teidät antautuessaan.","3","fi"
"Kun asuntolainaerät otetaan tilistäni, rahat eivät riitä edes tamponeihin.","3","fi"
"Sanoin aina, että Union National on epäluotettava.","3","fi"
"Vuosia sitten, kun vielä teloitimme hän tarjoutui usein todistajaksi.","3, 4","fi"
"Se... se viettelijä ja häpäisijä on pysäytettävä.","3","fi"
"Tämä on minun tehtäväni...","3","fi"
"Tämä on luumu, kovettunut luumu.","3, 6","fi"
"Tiedäthän, mitä neitsyistä sanotaan?","3","fi"
"Taidan katsastaa tuon naisen palkkapäivänä.","3","fi"
"Pitääkö miljonäärien olla kunniallisiakin?","3","fi"
"Sulla ei ole otsaa, sulla on monta otsaa.","3","fi"
"Tyttö on menettänyt neitsyytensä.","3","fi"
"Äiti sanoo, että se on pahaa.","3","fi"
"Sairaalat pelottavat minua.","3, 4","fi"
"Voitko kuvitella hänet matkustamassa köyhän valokuvaajan kanssa, jolla ei ole kuin viikon palkka tilillään?","3","fi"
"En juo varkaiden ja merirosvojen kanssa.","3","fi"
"Paha kuningas on paha kuningas, ja kuningas Jaakko vielä pahempi.","3","fi"
"He puhuvat paskaa.","3","fi"
"Kaikki saavat kai huolehtia itsestään.","3","fi"
"He ovat tehneet naimakaupoista taidetta.","3","fi"
"Omatpa ovat hautajaisesi.","3","fi"
"Se oli kauheaa.","3","fi"
"Mikä sinä olet sanelemaan ehtoja?","3","fi"
"Hän on halveksuttava perverssi, joka...","3","fi"
"He haluavat laudoittaa ikkunat.","3, 4","fi"
"Äidit ovat kohdelleet tyttäriään väärin aina aikojen alusta asti.","3, 6","fi"
"Hän vain keikuttaa Ianteita ja heiIuttaa takapuoIta.","3","fi"
"En anna kenenkään tytön sitoa itseäni.","3","fi"
"Hänellä on myös alkoholiongelma, enkä edes tiedä, missä hän on.","3","fi"
"Tuleeko vielä viisastelua?","3","fi"
"He ja lähetit tuovat vähän tyyliä tähän paikkaan.","3","fi"
"Voiko olla parempaa uhria kuin pedon oma palvelija jonka löysimme pyhäksi sisareksi pukeutuneena?","3","fi"
"Pois takkini päältä.","3","fi"
"Hän käy koko ajan pahemmaksi.","3","fi"
"He turmelivat hänet.","3, 6","fi"
"Lehmivarkaana tienaa hyvin.","3","fi"
"Olet todellinen paskiainen.","3","fi"
"Kuulen kaiken, mitä täällä tapahtuu.","3","fi"
"Vain yksi on ilmoittautunut oikein pukeutuneena.","3","fi"
"Joka kevät vessat räjähtävät.","3","fi"
"Sinun pitäisi puhdistaa tuo.","3","fi"
"Poika, jonka näin varttuvan, oli junanvaunussa, jonne heititte herhiläiset.","3","fi"
"Isäsi oli likainen.","3","fi"
"Te kannatte tuota kuoleman löyhkää, kuin ruttoa.","3","fi"
"Kysymyksessä ei ollut huumeet tai raha.","3","fi"
"Ne on jalostettu heikoiksi.","3","fi"
"Joku kunnon jätkä tuli jahtaamaan niitä.","3","fi"
"Ihmiset yrittävät kuulostaa tietäviltä, mutta eivät he tiedä paskaakaan.","3","fi"
"Heihin on ruiskutettu bakteereja.","3","fi"
"Kerrassaan hilpeää.","3, 5","fi"
"Kunnon piiskaus tekisi sinulle hyvää.","3","fi"
"Niillä ei ole enää mitään arvoa.","3","fi"
"Minulle on se ja sama miten teet, kunhan löydät sen aavikkorotan.","3","fi"
"Ette koskaan pääse piirisyyttäjäksi.","8, 3","fi"
"Kuolema on loppu.","3, 4, 6","fi"
"Olet se pikkumies, joka yritti iskeä kuningattareni.","3","fi"
"En saisi olla näin humalassa.","3","fi"
"Roskaa.","3","fi"
"Meksikaano vain yritti neuvoa minua liikeasioissa.","3","fi"
"Ota mansikka. - Miksi?","3","fi"
"Tuo oli iljettävää!","3","fi"
"Sinä ja Marie olette molemmat lutkia.","3","fi"
"Nukut puoleenpäivään ja katsot Rocky and Bullwinkleä.","3","fi"
"Mulla oli tuollaisia ongelmia, kun olin koulussa.","3, 6","fi"
"Älkää pakottako minua nostamaan niitä painavia kiviä älkääkä pakottako minua jynssäämään likaisia vessoja.","3","fi"
"Ei, hänellä on muita toiveita kuten kuluttaa rahaa näihin typeryyksiin.","3","fi"
"Duden sietäisi hävetä.","3","fi"
"He ovat pahansuopiaja raakoja, joten sisään ja ulos nopeasti.","3","fi"
"Hän näyttää hillomunkilta.","3","fi"
"Koulutin juuri tämän porukan, joten älä sekoita heitä vanhanaikaisilla menetelmilläsi.","3","fi"
"Aika alkaa loppua.","3, 4","fi"
"Hanki mies, jolla on vetreämmät verisuonet.","3","fi"
"Siellä oli kuin pahuksen kummajaissirkus.","3","fi"
"En jaksa enää tätä, en ole lapsenvahtinne.","3","fi"
"Käänsin selkäni ja hän varasti lasin.","3","fi"
"Miksi sinulla on tuo hiuslisäke?","3","fi"
"Onko hän sellainen tavallinen läskiperse homssu?","3","fi"
"Voisin ampua tuon kusipään täältä asti.","3","fi"
"Sinä käytät rumempaa kieltä kuin poikani.","3","fi"
"Kuka ehtii kaivata puhuvia hiiriä 120 kilometrin tuntinopeudessa?","3","fi"
"Jaha.","3","fi"
"Melkoinen moka.","3, 7","fi"
"Ei tule kauppoja!","3","fi"
"Mistä sinä oikein puhut?","3","fi"
"Penis on paha.","3","fi"
"Kunpa olisitte edes typeriä.","3","fi"
"Olen kuullut kapitalistisen yhteiskunnan röyhkeistä miehistä.","3","fi"
"Millainen typerys ostaisi Chiefsin?","3","fi"
"Teillä on rajoittunut näkökyky ja iso perse.","3","fi"
"Minulla on sukkiksissa silmäpako!","3","fi"
"Mutten kykene ilmaisemaan itseäni tarpeeksi yksinkertaisesti.","3","fi"
"Puhuin Faithin kanssa. Hän on sairashuoneessa.","3, 4, 6","fi"
"Älä viitsi liioitella.","3","fi"
"Siellä ei olla kilttejä asiakkaille.","3","fi"
"Maa tarvitsisi miestä, joka on rohkeampi kuin kukaan ennen - mutta tämä istuskelee kunniavirassaan.","3","fi"
"Pois jääneet haistavat häviäjän.","3","fi"
"Kuulitteko, mitä hän sanoi autostani?","3","fi"
"Olet melkoinen tyyppi.","3","fi"
"Se oli syytäni.","3, 6","fi"
"Haluat vain rahani.","3","fi"
"Sun hengitykses haisee.","3","fi"
"Pelkureille ei ole tilaa.","3","fi"
"Noita vankeja ja murhaajia on vahdittava kaiken aikaa.","3","fi"
"Al, meidän pitäisi kuulustella Bobby Texiä vaimonsa kanssa ja tuolla olevaa makaronia.","3","fi"
"Älä valehtele, pippurimaha.","3","fi"
"Mikä tyyppi.","3","fi"
"Ei, sehän on imelää.","3","fi"
"Sinä olet humalassa.","3","fi"
"Äpärät.","3","fi"
"Kaikessa on kyse rahasta.","3","fi"
"Alas vähäksi aikaa.","3","fi"
"Epäilevä vanha äijä.","3","fi"
"Niinkö Yalen oikeustieteellisessä opetettiin?","3","fi"
"Niin avioliitot järjestyvät täällä päin.","3","fi"
"Älä välitä, kunhan puhuin.","3","fi"
"Olet yhä idiootti.","3","fi"
"En pidä rahankeruusta, mutta minusta on idioottimaista antaa työ hänelle.","3","fi"
"Mitkään maailman rahat eivät riitä auttamaan teitä.","3, 6","fi"
"Skandaali miehen ja vaimon välillä on kauheaa.","3","fi"
"Haluan heidät syytteeseen rikkeistä, omaisuuden tuhoamisesta ja pahoinpitelystä.","3","fi"
"Ulos sieltä, kusipäät!","3","fi"
"Haju.","3","fi"
"Mutta hilma on täällä surkeaa.","3","fi"
"Jopa minä arvasin, että näin kävisi.","3, 6","fi"
"Kuka niitä kaipaa?","3","fi"
"Sanoin, että hänen vaimonsa on lesbo.","3","fi"
"Ei edes kuningas saisi himoita lähimmäisesi vaimoa.","3","fi"
"Te puhutte minulle säännöstöstä?","3","fi"
"Mutta sinä et kunnioittanut heitä.","3","fi"
"Ei tuo ole musiikkia.","3","fi"
"Koko kaupunki luulee sinua mammanpojaksi.","3","fi"
"Eikö äiti ole opettanut?","3","fi"
"Ajatelkaa, että laittauduin näin hienoksi vain korkeimman oikeuden tuomareita varten.","3","fi"
"Et kunnioita maamme johtajia.","3","fi"
"Suzanne nuolee pillua.","3","fi"
"Vanha äijänrahjus juoksee nuoren tytön perässä!","3","fi"
"Nostit juuri maljan miehelle, jonka itse tapoit.","3","fi"
"Ihmiset ovat mykkiä.","3","fi"
"Mikä vittu tämä on?","3","fi"
"Minusta on loukkaavaa, että oletatte sen olevan mies.","3","fi"
"Haluat kännätä ja rypeä itsesäälissä.","3","fi"
"Tänä aamuna he lukivat, että tänne saapui epäpätevä pelle - joka esittää kuuluvansa senaattiin.","3","fi"
"Muistakaa käytöstavat.","3","fi"
"Pysäytä huora.","3","fi"
"Hän on yksi suurimpia mulkkuja.","3","fi"
"Vain ruokakauppiaat pitävät lihavista.","3","fi"
"Senkin iso vauva.","3","fi"
"Heitä täytyy rangaista.","3","fi"
"Sitten hän poistaa pessaarin lavastaakseen raiskauksen.","3","fi"
"Kun Jesse Jackson käytti sanaa ketku, hän tarkoitti Prestonia.","3","fi"
"Mielipuolet!","3","fi"
"He sanovat, että jos pelle pääsee pakoon on osakkeenomistajien etu, että nöyryytyksen kantaa virkamies.","3","fi"
"Sinä et osaa pitää silmiäsi. nenääsi tai itseäsi siellä.","3","fi"
"Olla vain, kun vaimoa loukataan?","3","fi"
"Jumala otti heidät pahojen ajatuksieni takia.","3","fi"
"En pidä italialaisista.","3","fi"
"Käytöksesi on niin ennustettavissa.","3","fi"
"En usko.","8, 3","fi"
"Hän on kyllä jääräpäinen kuin muuli.","8, 3","fi"
"Et taida edes pitää tytöistä.","3","fi"
"En olisi halunnut nähdä enää sinun irvokasta naamaasi - tai kuunnella hirveää ääntäsi.","3","fi"
"Alun jälkeen odotan innolla tarinan loppua.","3","fi"
"Koko asia on valhetta.","3","fi"
"Etkö saanut ottaa sitä mukaasi?","3, 6, 7","fi"
"Hakkasi häntä monesti.","3","fi"
"Jos häiritset naapureita, viillän sinut palasiksi ja syön sinut päivälliseksi.","3","fi"
"Kuulkaahan, herra Quinn. Olen kovissa tuskissa - ja täynnä rauhoittavia.","3","fi"
"Ei ollut kilttiä yrittää varastaa toisen hevosta.","3","fi"
"Kundi on pummi.","3","fi"
"komisario?","3","fi"
"Se on kamalaa.","3, 6","fi"
"En halua sotkea.","3","fi"
"Hän sanoi myrkyttävänsä sillä koiran.","3","fi"
"Ilmoitan teistä poliisille.","3","fi"
"Että hän tuijottaa jättimäistä persläpeä Moskovasta.","3","fi"
"Koska sinä ylipuhuit minut tähän, senkin idiootti!","3","fi"
"Olisin voinut soittaa.","3, 6","fi"
"Hän ei kestä sanomista vaimonsa nähden eikä pomonsa.","3","fi"
"Saarnasit uskosta ja muusta roskasta.","3","fi"
"Anna tuo narttu minulle.","3","fi"
"Kas, kas. Siinähän on linnunpelättimen poika.","3","fi"
"Kytät ovat kaikki samanlaisia.","3","fi"
"Mies, joka lyö rumpua itsestään.","3","fi"
"Sen parittaja oli koka.","3","fi"
"Poika, kerropa pukille, mitä tarviit?","3, 4","fi"
"Ja millaista roskaa kirjoitat?","3, 4","fi"
"Täällä tapahtuu liian outoja asioita.","3","fi"
"Sinä muistat vain, että minun hameeni nousi ylos!","3","fi"
"Smith kärsii tarpeeksi ilman sitäkin iskua sydämeen.","3","fi"
"Älä makoile.","3","fi"
"Älä kiroile, Luke.","3","fi"
"Ei kai kukaan suunnittele huoran uraa.","3","fi"
"Huijarit myyvät henkivakuutuksia.","3","fi"
