"text","labels","lang"
"Vinnie!","9","en"
"Olenko siis rikollinen?","4","fi"
"Anteeksi.","9","fi"
"Now , those were your exact instructions , [PERSON] , so don't punish Oscar for it .","1","en"
"And I'm thinking that , well ... maybe the mill's taking you away from me and [PERSON] .","6","en"
"Hän on huora.","1","fi"
"Kerron vähän elämästäni.","8","fi"
"Bob?","9","fi"
"What's the matter with you two ?","1, 3, 4","en"
"Discussions with Carl Ferrer Backpage's CEO often surrounded the fact that his moderators were making reports about ads that depicted possible children being exploited.","9","en"
"I pointed to this amulet...","9","en"
"Ei minustakaan!","3","fi"
"Show him who's boss !","8, 2","en"
"If you become president , would [PERSON] remain as vice president ?","8, 7","en"
"He'll keep us flying missions till we're all dead .","4","en"
"Sinä olet Pimeyden ruhtinas, kaiken pahuuden ruumiillistuma!","1, 3","fi"
"I told you , you're probably overworking yourself .","6","en"
"Zucker oletko edelleen neitsyt?","9","fi"
"I won't take it !","1","en"
"Kaikki järjestyy.","8","fi"
"Pitää löytää kaatopaikka.","3","fi"
"Fuck him .","1","en"
"Voisittepa olla yhdessä useammin.","6","fi"
"Tony comes over and we talk.","9","en"
"You tried to recruit her once before .","8","en"
"Hän meni puhumaan sheriffille, joka on onneksi puolellamme.","5","fi"
"Minusta elämäni todella alkoi silloin.","2","fi"
"Smith kärsii tarpeeksi ilman sitäkin iskua sydämeen.","3","fi"
"I have a boy and a girl.","9","en"
"Mitä siitä?","1, 2, 4","fi"
"Is that a parking spot?","9","en"
"Olin sokissa sinä päivänä.","9","fi"
"Oh , I'm fine .","2, 5","en"
"What is that , a threat ?","7","en"
"All right . I've heard enough . I've heard enough .","1, 3","en"
"The majority of children that we see trafficked online have been trafficked on Backpage .","3","en"
"Etkö näe, että olen tässä?","1","fi"
"Read it slowly.","9","en"
"Joku sormeilee turvapiirejä.","4","fi"
"I can take care of myself !","1","en"
"Hän ei kestä sanomista vaimonsa nähden eikä pomonsa.","3","fi"
"Wasting my occult talents !","1","en"
"Otetaan heidät kiinni ja pakotetaan puhumaan.","1","fi"
"I brought you something to drink .","8","en"
"He must be in shock . This rush , this adrenaline , the fear .","4","en"
"Want to trick me ?","2","en"
"Totta kai.","9","fi"
"Poimin sinut Vernonin asemalta tunnin päästä.","8, 2","fi"
"Pää kiinni, mutiainen.","3","fi"
"Kreivi Verua!","9","fi"
"Mitä he ovat sinulle tehneet?","3, 4","fi"
"He knows no more than [PERSON] .","8","en"
"Hän sitoi mut ja läpsi niin pahasti, etten voinut kävellä viikkoon.","1, 3","fi"
"Something you want to add to this briefing Captain Hiller?","9","en"
"Olin liian hermostunut.","4","fi"
"You , who can keep neither your eyes nor your nose or your person where they belong !","3","en"
"I'll have something to say about that .","1","en"
"Tiedän, millaista tuo on.","8, 2","fi"
"Näytät tuhatvuotiselta.","6","fi"
"Elelen siis omassa viihtyisässä tyytyväisyyden maailmassani.","5","fi"
"Therefore , we do here and now band ourselves ... into a brotherhood of buccaneers ... to practice the trade of piracy on the high seas .","8","en"
"You'll love what I got from Painless .","8, 2","en"
"We all gotta be careful.","9","en"
"What the hell am I supposed to do now ?","4","en"
"Tuo kyllä opettaa heitä pysymään poissa taloltani.","3","fi"
"Yeah see the problem is nobody here knows you.","9","en"
"We were worried about [PERSON] .","4","en"
"Otherwise you'll never get out of [LOCATION] alive .","4","en"
"Taito ja uskallus voittivat taas pelon.","8","fi"
"Minä Pig Yeller ja tohtori Sokal.","9","fi"
"Why aren't they over Diamond Head ?","7","en"
"You should try it .","2","en"
"Otatko jälkiruokaa, kun sämpylä on syöty?","2","fi"
"En tutkinut tätä aluetta.","9","fi"
"Kiehuuko vesi?","9","fi"
"Vakuutusyhtio ei myonnä vakuutusta, jos käytät huumeita.","7","fi"
"En tiedä.","9","fi"
"Everybody out , now !","1","en"
"Ette kuuntele minua!","1, 4","fi"
"Järjestit tämän vankilasta välttyäksesi syytteiltä.","9","fi"
"The officers of the [PERSON] in happy celebration .","5","en"
"Tule.","9","fi"
"Sinun ei tarvitse tehdä sitä.","9","fi"
"Näyttää rauhalliselta.","2, 5","fi"
"Please , don't let him do it !","1, 6","en"
"Anna olla minun mielikseni.","9","fi"
"Hurry back.","9","en"
"Hold on.","9","en"
"I fear that what life remains to me ...","4","en"
"Myyn yrityksen pieninä osina, koska osat ovat kokonaisuutta arvokkaampia.","2, 5","fi"
"I'm sorry for the treatment but you must understand that we didn't know if we could trust you or not.","9","en"
"Ei kai? Kyllä!","7","fi"
"Väkivaltajaos minun toimistoni kuudes kerros.","9","fi"
"I want to go .","4, 6","en"
"Thank you for my victories and for my defeats .","8","en"
"Poliisi!","4","fi"
"And hear , actually . The language is something you're never gonna forget .","2","en"
"Haluan laskeutua polvilleni ja kiittää Luojaa.","5","fi"
"Skinny kasvaa aikuiseksi...","9","fi"
"Can not afford a dowry to each of his daughters .","6","en"
"I would remember something!","9","en"
"I'm happy !","5","en"
"Mitä uutisia jää jäljelle?","2","fi"
"Each woman a payment.","9","en"
"Sivuseinä toinen kerros.","9","fi"
"We believe it's being withheld because it contains evidence... That is necessary to the defense.","9","en"
"Yes well I don't know anything about it.","9","en"
"Nyt voitte ampua meidät.","6","fi"
"Puhutaan vakavasti.","9","fi"
"He knew my father very well .","8","en"
"Mestaruusottelua?","9","fi"
"Have Doyle confirm it.","9","en"
"Hän ei koskaan satuttanut ketään.","8","fi"
"Niin on paras.","8, 2","fi"
"Now , how about I fix your breakfast ?","2","en"
"Varastaa sinun sielusi!","1, 4","fi"
"It's such a pleasant little place .","5","en"
"I like to read .","5","en"
"Odota niin näet","2","fi"
"Meillä menee hyvin.","5","fi"
"What's the matter , kids ?","7","en"
"More shopping ?","5","en"
"And this is something that is at the biggest change economically in the history of the human race.","9","en"
"You still have time if you're coming.","9","en"
"His.","9","en"
"Oli hauska nähdä jälleen, mr Jordan.","5","fi"
"Olen ikuisesti kiitollisuudenvelassa.","9","fi"
"It's so remote I thought I would ... be safe there . I figured no one could find me .","6","en"
"Istu paikoillasi.","1","fi"
"I see . So what do we do now ?","4, 7","en"
"Tytöt, minä olen täällä.","7","fi"
"Ajat ovat tosiaan muuttuneet.","9","fi"
"Yöllä havahduin Helenan itkuun.","6","fi"
"What are you talking about?","9","en"
"You weren't on the team the last time we beat you .","7","en"
"She was very nervous when we left [LOCATION] .","6","en"
"Tappavat sinut ja tapetaan meidät kaikki.","4","fi"
"Well , that's very poetic .","3, 5, 7","en"
"Jotain tulee tapahtumaan Sarah.","9","fi"
"Ja selviytyi.","9","fi"
"I'm falling ...","6","en"
"Welcome.","9","en"
"Älä tee mitään äkkinäistä, tai kuolet muitten mukana.","4","fi"
"We're counting on you .","8","en"
"Oh , that's just great , [PERSON] !","5","en"
"Saako olla lisää viskiä?","2","fi"
"Minä vain koskin siihen.","9","fi"
"Kerro kaikki, mitä näit ja mitä luulet sen tarkoittavan.","8","fi"
"Liikettä kinttuihin.","9","fi"
"I don't believe it !","1","en"
"Kulta, on ihanaa, kun joku pitää huolta.","8","fi"
"Tommy.","9","fi"
"You must not do this thing to him .","1","en"
"Calculate the three and then ...","9","en"
"I get two bucks an hour , plus ten per cent of that goes to a bail fund .","6","en"
"Mikä on?","9","fi"
"Two on the south side corner house and one in the garage at the west-side corner house.","9","en"
"Joten hän antoi sen viranomaisille.","9","fi"
"Katsos tätä.","7","fi"
"I'll get my dinner .","2","en"
"Sorry .","3, 6","en"
"The Secretary of State is here. Madam Secretary.","9","en"
"Eikä kuulosta. Mieti nyt.","1","fi"
"Did I mention my leg is 44 inches from hip to toe?","9","en"
"Ja meistä tulee erittäin onnellisia ja rikkaita.","5","fi"
"There may be subs out there maybe not.","9","en"
"Tiedät kai, millaista se on.","8","fi"
"Olettepa te hauskoja veikkoja.","2, 5","fi"
"I hope so , for your sake .","8","en"
"Oh ... you should do it .","8, 2","en"
"Mr. Cochran.","9","en"
"Onko selvä?","9","fi"
"Beautiful . - Uh-huh . Yeah .","8","en"
"Ole varovainen.","9","fi"
"Se kuulosti olleen kunnon kahakka.","9","fi"
"Olut tulossa. Etsin paikkaa nimeltä Midian.","9","fi"
"Ääliö!","1, 3","fi"
"Mitä sinä sitten teet?","4","fi"
"Mr. [PERSON] , this is your son's girlfriend .","8, 1","en"
"Mies hyppäsi liikkuvasta taksista lehtikioskiin.","7","fi"
"Yeah , yeah , yeah , now .","2","en"
"Sinua ei valittu.","6","fi"
"Kiipeämällä mustia ja metallisia laattoja ja kasoja hän tuskin tunsi kerran niin ylpeää ja kuuluisaa Hopeakaupunkia.","9","fi"
"Saanko uida vielä altaassasi?","9","fi"
"Tarvitsen sinua nyt täällä.","8","fi"
"Kaikkoa hänestä!","1, 3, 4","fi"
"Elsa Manni, 12 tuomioita myymälävarkauksista.","1","fi"
"That's right ! Fantastic !","2, 5, 7","en"
"Blue pink yellow or orange? - Green.","9","en"
"How could they with you here ?","1, 3","en"
"Oletetaan, että joku innokas apulaissyyttäjä kuulee Kuusta.","1, 2, 4","fi"
"George haluaa että vedät taas hanskat käteen.","9","fi"
"Arvelin, että asia kiinnostaa teitä.","2","fi"
"Reg...","9","fi"
"Minua ei sitten saa haudata ilman kulmakarvoja.","9","fi"
"On.","9","en"
"You men are a disgrace .","3","en"
"I know you like the way I feel .","5","en"
"I never thought of it ...","7","en"
"Your husband is not something by James M. Barrie or Hans Christian Andersen.","9","en"
"Mutta yritämme estää King Willien voodoojengejä valloittamasta koko länsirannikkoa.","9","fi"
"Pyydän teitä antamaan niin paljon kuin mahdollista.","9","fi"
"What are you talking about ? She doesn't have a twin sister .","1, 7","en"
"I give you my word , they were confiscated legally .","8","en"
"Toivoin tietenkin paikkaasi mutten tällä lailla.","6","fi"
"He was trying to stop it .","4","en"
"Samppanja oli hyvä idea.","5","fi"
"Only holy people may enter this sacred place . Stay where you are","6","en"
"Tämä johtuu siitä vaimosta.","6","fi"
"So was I.","9","en"
"And you're gonna have to blow me up too !","1","en"
"A cell-phone jammer.","9","en"
"I think I love you .","8, 2, 5","en"
"Minulla on kerrottavaa.","8","fi"
"Kukahan se ystävä on?","9","fi"
"Right , because it's a long shot . You could never love me back .","6","en"
"I never thought I'd see the day . Will you move over June , I can't see my knockout of a granddaughter ?","6","en"
"Nyt mentiin!","9","fi"
"Pääsin rantaan, mutta erkaannuin muista selviytyneistä.","4","fi"
"Tuo on totta.","8","fi"
"Why don't you do your sorry ass a favor ?","3","en"
"lsä Mayii?","9","fi"
"Good luck for the next.","9","en"
"I was taking out on her what I should have been giving you !","3","en"
"Did anyone else?","9","en"
"Neighbors like each other , speak to each other , care if anybody lives or dies .","1","en"
"Are we?","9","en"
"Huhuja.","9","fi"
"There she is , my other monster .","8","en"
"Let's get hold of this [PERSON] before the others do .","1","en"
"Tell her about our special student housing program .","2","en"
"Jos Abott ja Morley löytävät hänet?","9","fi"
"Tiedätkö mikä tämä on?","9","fi"
"Näetkö nyt?","9","fi"
"You wanted big ... real big .","2","en"
"Etsin ihan tosissani.","2","fi"
"Yeah and the keys are in his pocket.","9","en"
"Now 1120 from 2200 is $1080 even.","9","en"
"Muilutus on niinkuin huiputus.","9","fi"
"Harmillista.","9","fi"
"Mutta se on toinen, ikävä tarina.","6","fi"
"Onko hän fyysikko?","9","fi"
"Kas niin...","9","fi"
"All right talk!","9","en"
"Something wrong?","9","en"
"Alex Murphy.","9","fi"
"Sä et tiedä sitä, mutta sua huijataan tässä.","8, 1, 6","fi"
"Jos nielee pölyä täytyy juoda.","9","fi"
"Now let's just settle down and get this over with.","9","en"
"Teiltä on ehkä jäänyt huomaamatta, että ruumiillisen työn teettäminen upseereilla, - on kielletty Geneven sopimuksessa.","1","fi"
"Tyypillistä.","1","fi"
"And I don't want to get into it right now because it's not going to change. Wow.","9","en"
"Mennäänkö keittiöön veisten kanssa?","9","fi"
"Sisällä on 12 ihmistä.","9","fi"
"Tämä on ystäväni Aretha.","9","fi"
"Inhoatko sä läskejäkin?","3","fi"
"Lähdetään.","9","fi"
"Tate.","9","en"
"TV ... Satan's spirit flew out of the TV !","4","en"
"Don't mind them .","1, 5","en"
"Haunted?","9","en"
"Come back.","9","en"
"Eikä tämä olekin hienoa?","5","fi"
"Et petä ihmisiä enää ikinä.","3, 6","fi"
"Things started to pick up for the home team when [PERSON]'s brother , a ganef if ever I saw one , took the stand .","2","en"
"That's him right there !","2, 7","en"
"Kuningas sanoi, että hovin henkilökunnalle ei tarjota lämpöä eikä ruokaa, niin kauan kuin hän on Rivolissa.","1, 3, 4, 6","fi"
"Näemme sen nyt 150 000 kertaa suurennettuna.","9","fi"
"If we find him , we can deal with the High Priest","2","en"
"We look forward to ...","2","en"
"En kertonut, että olen menettänyt uskoni.","3, 6","fi"
"I love my country .","8, 5","en"
"Sinun pitää istuutua.","9","fi"
"Okay. God I've just had this long weird day so....","9","en"
"I want to testify.","9","en"
"That man is the auditor.","9","en"
"Toivotan teidät tervetulleiksi iltapäivän kampanjajuhliin.","2","fi"
"Kaakaota. Kakku.","9","fi"
"Otan sen riskin.","9","fi"
"Maisemia näkee postikortistakin.","9","fi"
"Mitä minuun tulee, niin olen vain orja.","6","fi"
"Halusitko taistella?","9","fi"
"You got bird shit in your hair .","3","en"
"Hutilointia ei hyväksytä.","3","fi"
"Ei ole minkäänlaista vahvistavaa todistusaineistoa.","9","fi"
"Älä vaihda asemaa.","9","fi"
"Bullshit ! What do you see ?","1, 2","en"
"Minä olisin ollut vihainen kymppitonnin tuhlaamisesta.","9","fi"
"What did he say?","9","en"
"Kaikki riippuu siitä, miten pitkälle olemme valmiit menemään.","2","fi"
"OK.","9","en"
"We have an emergency .","4","en"
"I am the slave sent to the [PERSON] [PERSON] .","6","en"
"If you come with me into the other room , I'll show you my idea ... if you'll show me yours .","2","en"
"You signed this.","9","en"
"You can still back out of all this.","9","en"
"Kiitti!","8, 5, 7","fi"
"It changes your whole perspective .","8, 2, 5","en"
"You never told me your father was ...","7","en"
"If I didn't know better , I'd think you didn't like it here .","8, 1","en"
"Tämä ei auta.","9","fi"
"Minähän rakastan sinua!","5","fi"
"Excuse me.","9","en"
"Hänen kanssaan voi pitää hauskaa niin kuin hänkin pitää hauskaa meidän kanssamme.","5","fi"
"Kerta vielä, niin saat pääpalkinnon.","2","fi"
"I can't.","9","en"
"Maybe you're right .","8","en"
"Mitäs luulet?","1","fi"
"Let's drink to something .","2, 5","en"
"You dumb bastard , why didn't you get some girl off the streets ?","3","en"
"This is Judy Rose.","9","en"
"He'd earned it.","9","en"
"Olen monialayrittäjä. Tiedäthän. Pankkeja ostoskeskuksia autoja.","9","fi"
"Tiedämme nyt henkilön joka osti myrkyn.","9","fi"
"Hän suuttuu, kun totuus selviää.","4","fi"
"Sinä näytät niin viileältä.","5","fi"
"Only one I threw the other out as you said.","9","en"
"Mutta eihän sillä kansiolla ole mitään tekemistä minun juttuni kanssa.","9","fi"
"Sillä tavalla.","9","fi"
"Power up. Lights on.","9","en"
"Hello Cynthia.","9","en"
"Tervehdi äitiäs.","1, 3","fi"
"Is this Truth or Dare ? Say what ?","7","en"
"Minähän sanoin.","6, 7","fi"
"Syytitkö minua jostain?","1, 3","fi"
"What makes you think he'll listen to me ?","6","en"
"They value their writers .","8, 5","en"
"Harry and Dicky. So Dicky and me just sit here waiting?","9","en"
"Naiset ja lapset pois kadulta!","4","fi"
"DiNozzo?","9","en"
"There.","9","en"
"OK, sitten.","8","fi"
"You won't believe this .","7","en"
"Every time I run into you , you tell me whatever shady thing just went down was about the greater good or that it didn't happen , or this , that , or the other .","1","en"
"Goodnight .","8","en"
"Aloitetaan.","9","fi"
"Toivottavasti minä en tarvitse vanhana vahtimestarien apua.","6","fi"
"Sitä minä en koskaan halunnut.","6","fi"
"We're here to see someone.","9","en"
"Get that goddamn thing on film !","1","en"
"You want to talk about something?","9","en"
"Why are you asking me all these questions ?","7","en"
"Meidän täytyy saada apua Sarahille.","4","fi"
"Hän auttaa.","8","fi"
"Miksipä ei pari ottelua?","9","fi"
"Silloin hän tyrmäsi minut.","9","fi"
"I don't like this , any of it .","4","en"
"But go tell your mom.","9","en"
"Tässä on asuintilat. Seminaaritilat ovat tuolla.","9","fi"
"Mahdollinen kuolinsyy: useat ampumahaavat rintaonteloon ja raajoihin.","9","fi"
"We need to intercept them before they pay that ransom .","2","en"
"[PERSON] is taken .","4, 6","en"
"He's so big.","9","en"
"No no no no.","9","en"
"Ranskalaiset imevät teidät kuiviin.","1, 3","fi"
"This is history .","6","en"
"Yes.","9","en"
"Kokki?","9","fi"
"Haluan näyttää sinulle jotain.","9","fi"
"Mitä varten hyvät ystävät muuten ovat?","8","fi"
"Tiedätkö mitä minulle tapahtuu, jos silta ei ole ajoissa valmis?","4","fi"
"Have you ever seen something more sublime?","9","en"
"You are all welcome to drink the bar dry .","5","en"
"Odota!","4","fi"
"Ihan välttämättä.","2","fi"
"Mitä?","9","fi"
"Hän virui vankilassa vuosia, kunnes syyllinen löytyi.","6","fi"
"Tuli kahdeksan päivää sitten.","9","fi"
"Bishop's Rockista Ambrose Lightiin.","9","fi"
"Well why don't we make it about... lunchtime.","9","en"
"I'm ashamed of you .","3","en"
"I was up to the minute I saw this test.","9","en"
"Either you take care of yourself or I , too , shall resign .","1","en"
"That guy must write real slow .","3, 7","en"
"Would you identify him?","9","en"
"Kuulostaa hienolta mieheltä.","9","fi"
"Yeah but... I can't explain it and they won't stop looking.","9","en"
"Hey what do you got?","9","en"
"I forgot who I was .","7","en"
"So , what do you want to study ?","8, 2","en"
"What's this ?","2, 7","en"
"Peippo peukaloinen loripapukaija naurulintu kakadu albatrossi.","9","fi"
"En halua kuunnella paskaa! - Varo sanojasi.","1","fi"
"Ei!","9","fi"
"I did some digging. She and Rachel Posner... both went to a church called the Fellowship. - Rachel disappeared...","9","en"
"Ota mun takki.","8","fi"
"Lyö sitä!","1","fi"
"Älkää minun takia vaivautuko.","6","fi"
"Jos en saa hankittua sitä, minä saan ongelmia.","4","fi"
"Because they're the best . - Is there anything else ?","2","en"
"I don't want to die .","4","en"
"Siskoni sekaantui Tiburon Mendezin asioihin.","9","fi"
"Ajattelin vähän korjailla paikkoja.","9","fi"
"There'll always be some guy , even some friend of yours , thinking he can treat me like [PERSON] , thinking that it's allowed .","3, 4, 6","en"
"You're right .","8","en"
"Thank you sir.","9","en"
"Mutta tarkoitit parasta.","8, 2","fi"
"Can you pass some portable pumps to us ?","2","en"
"Joten lupaa minulle.","8","fi"
"And no noise.","9","en"
"Täällä pitää peseytyä, tai ei saa päivällistä.","3","fi"
"And do remember me kindly to your charming wife .","8","en"
"Minunkin naiseni jätti minut.","8, 6","fi"
"Boone oli siellä.","9","fi"
"Hundred dollars a night?","9","en"
"Annan anteeksi epäonnistumisesi.","8","fi"
"God is his son. And his son is God. But his son moonlights as a holy ghost a holy spirit and a dove.","9","en"
"Just out.","9","en"
"They'll be here tomorrow , honey .","2","en"
"Gentlemen this game is five-card stud poker.","9","en"
"Asun täällä.","5, 7","fi"
"Miksi viivyit näin kauan?","9","fi"
"You had... well I can't tell what you really had.","9","en"
"Do not worry , he does not know anything .","8, 1","en"
"Strawn!","9","en"
"Selviätko nyt tästä kohtauksesta?","9","fi"
"Ole varovainen!","9","fi"
"I don't think she's intelligent either .","3","en"
"This town likes its nasty little , backstairs gossip .","3","en"
"I don't think I'm tired . - Oh , I think you are .","1, 2","en"
"Mitä hän sanoo?","9","fi"
"Pair of sevens.","9","en"
"You mean you're trading in your horse for a wagon ride ?","7","en"
"Tommy tule takaisin.","9","fi"
"Veljentyttärenne täyttää varmasti kuningattaren vaatimukset.","8","fi"
"Sellaista elämää en halua lapsillemme, itselleni enkä teille.","6","fi"
"Verua!","9","fi"
"Voimmeko auttaa jotenkin?","9","fi"
"I won't give you two tattoos.","9","en"
"Lentoaseman lähelle.","9","fi"
"Sopii minulle.","5","fi"
"Such vanity .","3","en"
"Look , I got ta go .","1","en"
"Hän on avannut sydämensä...","8","fi"
"Voi ei !","4, 6, 7","fi"
"You fucking little douchebag .","1, 3","en"
"That's perfect .","5","en"
"I never touched a gun in my life.","9","en"
"The bus was delayed. - This is you.","9","en"
"Hastings?","9","fi"
"Minä olen Ted.","9","fi"
"Isaac you still have more to eat. But I'm through!","9","en"
"Hän pystyi poistumaan kotoaan vasta pari kuukautta sitten.","9","fi"
"Well will 50 do it?","9","en"
"En tiedä mitä saan kertoa sinulle.","4","fi"
"Mestari...","9","fi"
"How the fuck did you let it get that far ?","1","en"
"Angel!","9","fi"
"Mitä hittoa hän höpisee?","1, 3","fi"
"Minä hoidan kaiken, kun sinä olet täällä.","8","fi"
"Good we're not broke , or we'd really be miserable .","7","en"
"Mitä tapahtuu, kun maalainen on menettänyt kaikki muistonsa?","4","fi"
"Ne ovat demokratian veri, luutja jänteet - vaikka suurmiehet sen aatteen meille antoivatkin.","1","fi"
"Kukaan ei sano niin äidistäni.","9","fi"
"You have come to the Ship of Secret Plots.","9","en"
"How do you know all that ?","7","en"
"Niin lämmin, niin pehmeä...","5","fi"
"It's great , Meat , it's great .","5","en"
"Okay.","9","en"
"We can't stop at anything until we've smashed this yokel ...","3","en"
"Tässä hotellissa on kamala palvelu!","3","fi"
"Tykkäänpäs.","1, 2, 5","fi"
"Give him the keys.","9","en"
"We're safe from all kinds of birdies .","5","en"
"Will you get that freaking nut job off my back ?","1","en"
"Hell's Angels Mongols Outlaws...","9","en"
"Saatte siitä sanani.","8","fi"
"And how far would you say can this uh falling money be heard?","9","en"
"They're red bloodshot.","9","en"
"Herra Calabrese oli harvinaisen hiljaa.","4, 7","fi"
"Kuka väittää?","9","fi"
"He says he doesn't want presents , but you know him .","8","en"
"Olen sen arvoinen.","9","fi"
"Ensin he nauravat ja suutelevat, sitten huutavat ja lyövät toisiaan.","7","fi"
"Kai tiedoistani oli hyötyä?","2","fi"
"Sinä juuri opetit muutaman jätin uimaan maalainen.","9","fi"
"Royal Palace.","9","en"
"Minulla ei ole mitään Felixiä vastaan.","8","fi"
"I just keep thinking that he needed me and I wasn't there .","6","en"
"Hei, Tommy.","5","fi"
"Missä on lähin kaupunki?","9","fi"
"Ei niin mutta luottokorteille kyllä.","9","fi"
"Vastatkaa!","1","fi"
"Sorry , I should have mentioned it .","3, 6","en"
"So , the ring ? - No .","1","en"
"Presidenttikö?","9","fi"
"Yritän hieroa sopimusta, jonka kumpikin voisi hyväksyä.","2, 5","fi"
"Jumala meitä kaikkia varjelkoon.","4","fi"
"You're a star .","5","en"
"Especially with a fortune in our falsies .","5","en"
"Ehkä halusin nähdä kasvosi, paljaana, ilman suojausta - sen, mitä oikeasti tunsit. Toivoin olevani väärässä asiassa, jonka olin tiennyt koko ikäni.","4, 6, 7","fi"
"Ulos hovistani ennen kuin annan pidättää teidät!","1","fi"
"Ammu heidät.","4","fi"
"Well , he was old enough to be your father .","3","en"
"Ne näyttävät jättiläisiltä.","7","fi"
"Haluaisittekohan nähdä kylpyhuoneeni?","2","fi"
"My background is legal not medical. My questions might be elementary.","9","en"
"Miltä hänestä mahtaa tuntua olla tanssitytön komennossa?","3","fi"
"One last compliment , okay ?","2","en"
"Kaikki menee niin nopeasti.","4","fi"
"Have a good evening sir.","9","en"
"Menkää naimisiin!","1, 5","fi"
"Ei, meitä ei saa häiritä.","1","fi"
"That's not music .","3","en"
"Te sankarit saatte voimaan minut pahoin.","3","fi"
"The necessary preparations...","9","en"
"Tohtori Wilkins sanoi eilen, - Myrkkyjen tietämättömyys on nyky-tutkijoille yleistä. On monia murhatapauksia, jotka on vain sivuutettu tietämättömyyden takia.","6","fi"
"The latter , I will be again , because I have managed to reduce a national election down to one state .","2","en"
"Etsikää hänet käsiinne.","9","fi"
"Tunnin päästä.","9","fi"
"For God's sake , shut that up !","1","en"
"Yritin kyllä värväytyä, mutta olin kuulemma liian vanha.","6, 7","fi"
"Oh , my God .","3, 4, 7","en"
"Ei oikeastaan.","9","fi"
"It's just for a little while you know.","9","en"
"Viisi minuuttia on liikaa.","9","fi"
"Is that all right with you ?","2","en"
"You'll report to SIOC with Jane every morning to continue your mandatory sessions with me.","9","en"
"Let's stop wasting time .","8, 1, 2","en"
"And you look lovely in the candlelight .","5","en"
"Very good horse .","8","en"
"Ei kestänyt veren näkemistä.","9","fi"
"That bitch has messed around with me .","3","en"
"Mitä tapahtuu?","4, 7","fi"
"Kaksi tuplaviskiä.","9","fi"
"Do not say to me that I have anything to live for .","1","en"
"You're making no sense here .","1","en"
"Se ei onnistu.","4","fi"
"Sama mies.","9","fi"
"Maybe you guys could like you know get a house and buy some diamonds and a horse. I don't know.","9","en"
"Käykö kofeiiniton?","8","fi"
"No , no , no . Shit .","1, 3","en"
"Ystävänne kuoli rintakehään suuntautuneen lyönnin ansiosta, joka suoritettiin - terävällä aseellajoka melkein halkaisi sydämen kahtia.","6","fi"
"Paha juttu se sormi.","6","fi"
"He can't get a clear shot !","6, 7","en"
"Pahuksen kakara!","3","fi"
"Yes sir. Apparently he made some sexual overtures things like that.","9","en"
"I want some orange juice , eggs , bacon , toasted muffin and lots of coffee .","2","en"
"I think the least people could do is to say they're sorry , or ... something .","6","en"
"No.","9","en"
"Whatever you want.","9","en"
"You're not gonna believe this .","7","en"
"My brother is in prison .","6","en"
"Get off my back . I want to go home .","4, 6","en"
"Yes.","9","en"
"Besides , she's new .","8","en"
"I don't know.","9","en"
"I just want to be alone .","6","en"
"Hi fellas.","9","en"
"It's all right.","9","en"
"Sitten sinä katosit ja siitä lähtien olen tehnyt kuolemaa.","6","fi"
"Very nice of him , though .","5, 7","en"
"Päätäsi?","9","fi"
"Kulutin kai koneenne loppuun.","6","fi"
"What would a plate like this be doing in a World War II munition ship ?","7","en"
"He takes good care of that .","8","en"
"Voisimme olla rikkaita, jos haluat.","2","fi"
"Thank you for all your help tonight .","5","en"
"Tiedäksä Mickey sanoi että ottelu ei ole ohi ennenkuin kello soi.","9","fi"
"He died kind of slow.","9","en"
"Well , this misery in my back ... ain't so good .","6","en"
"Näeksä, on tosi tärkeää, että viettää aikaa perheen parissa ja pitää hauskaa ja saa aikaan oikean tunnelman?","2, 5","fi"
"Anybody who takes money out of this bank is crazy .","3","en"
"Does that sign say BQE?","9","en"
"Wait till they get a load of me .","1, 2","en"
"You know , you're looking at a minimum twenty years ?","3","en"
"Kuka meidän murhaajamme on?","9","fi"
"Ain't much you can do about us .","1","en"
"All that bread and livin' in a dump like this . Smashed cars , busted - out buses ... but all good stashes .","6","en"
"Hän odotti silti innolla ylennystään.","9","fi"
"I wait what has agreed to it finally.","9","en"
"These guys are scientists second.","9","en"
"Eikö Leonardon kuolema riitä?","4","fi"
"A tyre iron.","9","en"
"Mutta älä satuta sitä ihmistä. Onko selvä?","4","fi"
"No , he has other things to do than spend his money on stupid things","3","en"
"Oletko sinä naimisissa?","9","fi"
"Nyt pitää selvittää miten sinne päästään.","9","fi"
"Osallistu ensi viikon kongressiin.","9","fi"
"And we'd like you to explain it to the sister superior .","3","en"
"Kuunnelkaa!","1, 2","fi"
"Vauva lähtee mukaan!","5","fi"
"I'll tear you apart !","1","en"
"Haluatko kasvaa isoksi ja käyttää vain nyrkkejäsi?","9","fi"
"It was a good party , wasn't it ?","5","en"
"Tuo on paljon parempi.","5","fi"
"I wanted to talk about that bank robbery.","9","en"
"Sano hyvää yötä.","9","fi"
"You know , for an Italian kid , you ain't got a bad butt .","7","en"
"En tiedä.","9","fi"
"Keyesissä on takuulla jotain outoa.","9","fi"
"You know , compadre ?","8, 5","en"
"Tuo narttu on puuttunut asioihini.","3","fi"
"Katso nyt tuota rättiä jota pidät.","9","fi"
"What baby ?","1, 7","en"
"Reconnected as he was making his name in the heroin trade?","9","en"
"He struck you ?","7","en"
"I don't feel like sitting down .","6","en"
"You are in trouble !","1","en"
"I just hate to see a good man go to waste .","6","en"
